soursmax,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangru72,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
shigongy,1,1,1,8,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,25
lien2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chenhsu6,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
laianna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lampui3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
patel594,1,1,1,8,3,3,2,1,1,0,1,1,1,1,0,1,1,1,1,1,30
zhan2840,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhumagg1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xutian7,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
semagnad,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangs291,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
luvicto1,1,1,1,8,3,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,22
lijieho1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
mahesh25,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
guptaay3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
pengch15,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
agarw135,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liuqiyi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhujiada,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
macdo744,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
fangyuez,1,1,1,8,3,3,2,1,1,0,1,1,1,1,0,1,1,1,1,1,30
zoulingj,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
salamsar,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
hoaustin,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chochan2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wutao4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
bishayyo,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
heymanan,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
malikal7,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yangyah1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wongbasi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
verreau4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhuangs9,1,1,1,8,3,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,20
mousav26,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
luika6,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
letri1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
shentuc2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
zhaitian,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
mengchun,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chhabr28,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
niyihan,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
zhan2199,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chenha94,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
xiangji5,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
pandajyo,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
panealvi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liangfe5,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
xujiaqia,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
lefasath,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangx562,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
sunmorga,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
mawyinmi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yangzh59,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
panliwei,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
rueangs1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
jiangb14,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
rabino34,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
cuiyifa1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
xiangyix,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
ninan3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
maoyu4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
gongch10,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
khatta25,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
ashfaqna,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yewen2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
wongra22,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yuanyu21,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
geyufei,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
linshen4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
houjiaw1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
evloevma,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
zhaowe50,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yangru30,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
parkji69,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
dangbran,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
gillreha,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
loutfige,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
houzhuoy,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zengzeng,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
karaden2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yesmukha,1,1,1,8,3,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,21
wonger27,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
saigalad,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
agarwalu,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
lijiaru3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
wongc143,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
yangzh48,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
tanrober,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
akhundo2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
koongjun,1,1,1,7,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,31
lyujiahe,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
zouzhihe,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chanjia2,1,1,1,7,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,31
hetianji,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chowyi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
currierj,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
liuyi76,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yangj132,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
lamhoan,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
kuaitian,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
tegartjo,1,1,1,8,3,3,2,1,1,1,1,1,1,0,0,1,1,0,0,1,28
leejor12,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,0,30
wulinyue,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
naiduani,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
houchuyi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
luyizhen,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhuange2,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
lisijia6,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
fanvince,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chris171,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
haowenji,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
qiukewei,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chenzi68,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
ganievam,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
kongli14,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
taovicto,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhouxi82,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
hantian9,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
gongxi10,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
lifu1,1,1,1,8,3,3,0,1,1,1,0,0,0,1,1,1,1,1,1,1,27
trinhvi4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
mohama28,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhaoch46,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
castaban,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
leejas45,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
nathanyc,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangz395,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
parksa64,1,1,1,8,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,25
yautiff3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
desaipr5,1,1,1,7,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,31
nagraha3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
seifeldi,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
xuyuan11,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liquanzh,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
srini113,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
chayeon,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
shicaiqu,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
weiqiyao,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
utamast1,1,1,1,8,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,25
eshostew,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
hazzour4,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
elegiro,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
lixin39,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
byramatt,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangdua1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
leetim13,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
tangrae,1,1,1,8,3,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,29
huyouzhi,1,1,1,8,3,1,2,0,0,0,1,1,1,1,0,1,1,1,1,1,26
tarimalp,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chensilu,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhaodana,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
basraman,1,1,1,0,3,3,2,1,1,0,1,1,1,0,0,0,0,0,1,0,17
khanm234,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
ruanmich,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
qianshuj,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
tanjingf,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
lumeng5,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
gaomarco,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
taoyi3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
hufeiran,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
abdul249,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
onchris,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
weiszben,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,0,0,0,1,0,27
cheu1046,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chengj60,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yangke16,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,0,1,1,1,1,30
suyang5,1,1,1,8,3,0,2,0,0,0,1,1,1,1,0,1,1,1,1,1,25
linzhip1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
leesisob,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,0,1,1,31
yeyufei,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
lisky,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
dingxuya,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
yuanbei1,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liuyic11,1,1,1,8,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,25
qieqingy,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
sunqiaoe,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
vijaysid,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
shensiya,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
shar1057,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liwensh2,1,1,1,8,3,3,2,1,1,0,1,1,1,1,0,1,1,1,1,1,30
mcellans,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
zhouyi52,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chensiq3,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wulinda5,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
goatcher,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhan5179,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
liutia57,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
wangmi94,1,1,1,8,3,3,2,1,1,1,1,1,1,1,0,1,1,1,1,1,31
chenj371,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
nickooie,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
chenka28,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
zhan4450,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
kongdeho,1,1,1,8,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,32
